state,district,taluka,village,structure_code,structure_name,structure_owner_department,structure_owner_department_sub_type,structure_type,village_population,Village population
Maharashtra,Osmanabad,Paranda,Shelgaon,OS/PRD/Shelgaon/AGR/FP20,ShelgaonFarm Pond,Agriculture Department,Agriculture Department,Farm Pond,,
Maharashtra,Osmanabad,Paranda,Shelgaon,OS/PRD/Shelgaon/AGR/FP19,ShelgaonFarm Pond,Agriculture Department,Agriculture Department,Farm Pond,,
Maharashtra,Osmanabad,Paranda,Shelgaon,OS/PRD/Shelgaon/AGR/FP18,ShelgaonFarm Pond,Agriculture Department,Agriculture Department,Farm Pond,,
Maharashtra,Osmanabad,Paranda,Shelgaon,OS/PRD/Shelgaon/AGR/FP17,ShelgaonFarm Pond,Agriculture Department,Agriculture Department,Farm Pond,,
Maharashtra,Osmanabad,Paranda,Shelgaon,OS/PRD/Shelgaon/AGR/FP16,ShelgaonFarm Pond,Agriculture Department,Agriculture Department,Farm Pond,,
Maharashtra,Osmanabad,Paranda,Shelgaon,OS/PRD/Shelgaon/AGR/FP15,ShelgaonFarm Pond,Agriculture Department,Agriculture Department,Farm Pond,,
Maharashtra,Osmanabad,Paranda,Shelgaon,OS/PRD/Shelgaon/AGR/FP14,ShelgaonFarm Pond,Agriculture Department,Agriculture Department,Farm Pond,,
Maharashtra,Osmanabad,Paranda,Shelgaon,OS/PRD/Shelgaon/AGR/FP13,ShelgaonFarm Pond,Agriculture Department,Agriculture Department,Farm Pond,,
Maharashtra,Osmanabad,Paranda,Shelgaon,OS/PRD/Shelgaon/AGR/FP12,ShelgaonFarm Pond,Agriculture Department,Agriculture Department,Farm Pond,,
Maharashtra,Osmanabad,Paranda,Shelgaon,OS/PRD/Shelgaon/AGR/FP11,ShelgaonFarm Pond,Agriculture Department,Agriculture Department,Farm Pond,,
Maharashtra,Osmanabad,Paranda,Shelgaon,OS/PRD/Shelgaon/AGR/FP10,ShelgaonFarm Pond,Agriculture Department,Agriculture Department,Farm Pond,,
Maharashtra,Osmanabad,Paranda,Shelgaon,OS/PRD/Shelgaon/AGR/FP9,ShelgaonFarm Pond,Agriculture Department,Agriculture Department,Farm Pond,,
Maharashtra,Osmanabad,Paranda,Shelgaon,OS/PRD/Shelgaon/AGR/FP8,ShelgaonFarm Pond,Agriculture Department,Agriculture Department,Farm Pond,,
Maharashtra,Osmanabad,Paranda,Shelgaon,OS/PRD/Shelgaon/AGR/FP7,ShelgaonFarm Pond,Agriculture Department,Agriculture Department,Farm Pond,,
Maharashtra,Osmanabad,Paranda,Shelgaon,OS/PRD/Shelgaon/AGR/FP6,ShelgaonFarm Pond,Agriculture Department,Agriculture Department,Farm Pond,,
Maharashtra,Osmanabad,Paranda,Shelgaon,OS/PRD/Shelgaon/AGR/FP5,ShelgaonFarm Pond,Agriculture Department,Agriculture Department,Farm Pond,,
Maharashtra,Osmanabad,Paranda,Shelgaon,OS/PRD/Shelgaon/AGR/FP4,ShelgaonFarm Pond,Agriculture Department,Agriculture Department,Farm Pond,,
Maharashtra,Osmanabad,Paranda,Shelgaon,OS/PRD/Shelgaon/AGR/FP3,ShelgaonFarm Pond,Agriculture Department,Agriculture Department,Farm Pond,,
Maharashtra,Osmanabad,Paranda,Shelgaon,OS/PRD/Shelgaon/AGR/FP2,ShelgaonFarm Pond,Agriculture Department,Agriculture Department,Farm Pond,,
Maharashtra,Osmanabad,Paranda,Shelgaon,OS/PRD/Shelgaon/AGR/FP1,ShelgaonFarm Pond,Agriculture Department,Agriculture Department,Farm Pond,,
Maharashtra,Osmanabad,Paranda,Shelgaon,OS/PRD/Shelgaon/PRK/DAM2,ShelgaonMinor Dam/Major Dam,Prakalp,"???. ??????? ?????? -1, ??????????????? ?? ????? ?????",Minor Dam/Major Dam,,
Maharashtra,Osmanabad,Paranda,Shelgaon,OS/PRD/Shelgaon/PRK/DAM1,ShelgaonMinor Dam/Major Dam,Prakalp,"???. ??????? ?????? -1, ??????????????? ?? ????? ?????",Minor Dam/Major Dam,,
Maharashtra,Osmanabad,Paranda,Shelgaon,OS/PRD/Shelgaon/AGR/NALA2,ShelgaonNala,Agriculture Department,Agriculture Department,Nala,,
Maharashtra,Osmanabad,Paranda,Shelgaon,OS/PRD/Shelgaon/AGR/NALA1,ShelgaonNala,Agriculture Department,Agriculture Department,Nala,,
Maharashtra,Osmanabad,Paranda,Shelgaon,OS/PRD/Shelgaon/IRG/NALA1,ShelgaonNala,Irrigation Department,Minor Irrigation (ZP),Nala,,
Maharashtra,Osmanabad,Paranda,Shirala,OS/PRD/Shirala/IRG/CNB2,ShiralaCNB,Irrigation Department,Minor Irrigation (ZP),CNB,,
Maharashtra,Osmanabad,Paranda,Shirala,OS/PRD/Shirala/IRG/CNB1,ShiralaCNB,Irrigation Department,Minor Irrigation (ZP),CNB,,
Maharashtra,Osmanabad,Paranda,Shirala,OS/PRD/Shirala/AGR/FP4,ShiralaFarm Pond,Agriculture Department,Agriculture Department,Farm Pond,,
Maharashtra,Osmanabad,Paranda,Shirala,OS/PRD/Shirala/AGR/FP3,ShiralaFarm Pond,Agriculture Department,Agriculture Department,Farm Pond,,
Maharashtra,Osmanabad,Paranda,Shirala,OS/PRD/Shirala/AGR/FP2,ShiralaFarm Pond,Agriculture Department,Agriculture Department,Farm Pond,,
Maharashtra,Osmanabad,Paranda,Shirala,OS/PRD/Shirala/AGR/FP1,ShiralaFarm Pond,Agriculture Department,Agriculture Department,Farm Pond,,
Maharashtra,Osmanabad,Paranda,Shirala,OS/PRD/Shirala/WCD/MITK1,ShiralaMi tank,Water Conservation Department,Laghu Sinchan( (Water Conservation) ,Mi tank,,
Maharashtra,Osmanabad,Paranda,Shirala,OS/PRD/Shirala/WCD/STTK1,ShiralaStorage tank,Water Conservation Department,Laghu Sinchan( (Water Conservation) ,Storage tank,,
Maharashtra,Osmanabad,Paranda,Shirala,OS/PRD/Shirala/WCD/PCTK1,ShiralaPerculation tank,Water Conservation Department,Laghu Sinchan( (Water Conservation) ,Perculation tank,,
Maharashtra,Osmanabad,Paranda,Shirala,OS/PRD/Shirala/AGR/NALA1,ShiralaNala,Agriculture Department,Agriculture Department,Nala,,
Maharashtra,Osmanabad,Paranda,Shirala,OS/PRD/Shirala/WRD/PCTK1,ShiralaPerculation tank,Water Resource Department,Water resource department(Zp),Perculation tank,,
Maharashtra,Osmanabad,Paranda,Sirsao,OS/PRD/Sirsao/IRG/CNB3,SirsaoCNB,Irrigation Department,Minor Irrigation (ZP),CNB,,
Maharashtra,Osmanabad,Paranda,Sirsao,OS/PRD/Sirsao/IRG/CNB2,SirsaoCNB,Irrigation Department,Minor Irrigation (ZP),CNB,,
Maharashtra,Osmanabad,Paranda,Sirsao,OS/PRD/Sirsao/IRG/CNB1,SirsaoCNB,Irrigation Department,Minor Irrigation (ZP),CNB,,
Maharashtra,Osmanabad,Paranda,Sirsao,OS/PRD/Sirsao/AGR/CMPB1,SirsaoCompartment Bunding,Agriculture Department,Agriculture Department,Compartment Bunding,,
Maharashtra,Osmanabad,Paranda,Sirsao,OS/PRD/Sirsao/AGR/FP10,SirsaoFarm Pond,Agriculture Department,Agriculture Department,Farm Pond,,
Maharashtra,Osmanabad,Paranda,Sirsao,OS/PRD/Sirsao/AGR/FP9,SirsaoFarm Pond,Agriculture Department,Agriculture Department,Farm Pond,,
Maharashtra,Osmanabad,Paranda,Sirsao,OS/PRD/Sirsao/AGR/FP8,SirsaoFarm Pond,Agriculture Department,Agriculture Department,Farm Pond,,
Maharashtra,Osmanabad,Paranda,Sirsao,OS/PRD/Sirsao/AGR/FP7,SirsaoFarm Pond,Agriculture Department,Agriculture Department,Farm Pond,,
Maharashtra,Osmanabad,Paranda,Sirsao,OS/PRD/Sirsao/AGR/FP6,SirsaoFarm Pond,Agriculture Department,Agriculture Department,Farm Pond,,
Maharashtra,Osmanabad,Paranda,Sirsao,OS/PRD/Sirsao/AGR/FP5,SirsaoFarm Pond,Agriculture Department,Agriculture Department,Farm Pond,,
Maharashtra,Osmanabad,Paranda,Sirsao,OS/PRD/Sirsao/AGR/FP4,SirsaoFarm Pond,Agriculture Department,Agriculture Department,Farm Pond,,
Maharashtra,Osmanabad,Paranda,Sirsao,OS/PRD/Sirsao/AGR/FP3,SirsaoFarm Pond,Agriculture Department,Agriculture Department,Farm Pond,,
Maharashtra,Osmanabad,Paranda,Sirsao,OS/PRD/Sirsao/AGR/FP2,SirsaoFarm Pond,Agriculture Department,Agriculture Department,Farm Pond,,
Maharashtra,Osmanabad,Paranda,Sirsao,OS/PRD/Sirsao/AGR/FP1,SirsaoFarm Pond,Agriculture Department,Agriculture Department,Farm Pond,,
Maharashtra,Osmanabad,Paranda,Sirsao,OS/PRD/Sirsao/AGR/NALA1,SirsaoNala,Agriculture Department,Agriculture Department,Nala,,
Maharashtra,Osmanabad,Paranda,Sirsao,OS/PRD/Sirsao/IRG/NALA1,SirsaoNala,Irrigation Department,Minor Irrigation (ZP),Nala,,
Maharashtra,Osmanabad,Paranda,Sonari,OS/PRD/Sonari/IRG/CNB2,SonariCNB,Irrigation Department,Minor Irrigation (ZP),CNB,,
Maharashtra,Osmanabad,Paranda,Sonari,OS/PRD/Sonari/IRG/CNB1,SonariCNB,Irrigation Department,Minor Irrigation (ZP),CNB,,
Maharashtra,Osmanabad,Paranda,Sonari,OS/PRD/Sonari/AGR/FP1,SonariFarm Pond,Agriculture Department,Agriculture Department,Farm Pond,,
Maharashtra,Osmanabad,Paranda,Sonari,OS/PRD/Sonari/WCD/MITK1,SonariMi tank,Water Conservation Department,Laghu Sinchan( (Water Conservation) ,Mi tank,,
Maharashtra,Osmanabad,Paranda,Sonari,OS/PRD/Sonari/WCD/STTK1,SonariStorage tank,Water Conservation Department,Laghu Sinchan( (Water Conservation) ,Storage tank,,
Maharashtra,Osmanabad,Paranda,Sonari,OS/PRD/Sonari/WCD/PCTK1,SonariPerculation tank,Water Conservation Department,Laghu Sinchan( (Water Conservation) ,Perculation tank,,
Maharashtra,Osmanabad,Paranda,Sonari,OS/PRD/Sonari/IRG/DAM1,SonariMinor Dam/Major Dam,Irrigation Department,"?? ??????? ??????? ?????????? ????????? ?? ????? ???. 5, ?????",Minor Dam/Major Dam,,
Maharashtra,Osmanabad,Paranda,Sonari,OS/PRD/Sonari/PRK/DAM1,SonariMinor Dam/Major Dam,Prakalp,?? ??????? ??????? ???? ??????? ??????? ?? ????? ???. 2 ?????,Minor Dam/Major Dam,,
Maharashtra,Osmanabad,Paranda,Sonari,OS/PRD/Sonari/AGR/NALA3,SonariNala,Agriculture Department,Agriculture Department,Nala,,
Maharashtra,Osmanabad,Paranda,Sonari,OS/PRD/Sonari/AGR/NALA2,SonariNala,Agriculture Department,Agriculture Department,Nala,,
Maharashtra,Osmanabad,Paranda,Sonari,OS/PRD/Sonari/AGR/NALA1,SonariNala,Agriculture Department,Agriculture Department,Nala,,
Maharashtra,Osmanabad,Paranda,Songiri,OS/PRD/Songiri/AGR/FP3,SongiriFarm Pond,Agriculture Department,Agriculture Department,Farm Pond,,
Maharashtra,Osmanabad,Paranda,Songiri,OS/PRD/Songiri/AGR/FP2,SongiriFarm Pond,Agriculture Department,Agriculture Department,Farm Pond,,
Maharashtra,Osmanabad,Paranda,Songiri,OS/PRD/Songiri/AGR/FP1,SongiriFarm Pond,Agriculture Department,Agriculture Department,Farm Pond,,
Maharashtra,Osmanabad,Paranda,Takali,OS/PRD/Takali/AGR/FP5,TakaliFarm Pond,Agriculture Department,Agriculture Department,Farm Pond,,
Maharashtra,Osmanabad,Paranda,Takali,OS/PRD/Takali/AGR/FP4,TakaliFarm Pond,Agriculture Department,Agriculture Department,Farm Pond,,
Maharashtra,Osmanabad,Paranda,Takali,OS/PRD/Takali/AGR/FP3,TakaliFarm Pond,Agriculture Department,Agriculture Department,Farm Pond,,
Maharashtra,Osmanabad,Paranda,Takali,OS/PRD/Takali/AGR/FP2,TakaliFarm Pond,Agriculture Department,Agriculture Department,Farm Pond,,
Maharashtra,Osmanabad,Paranda,Takali,OS/PRD/Takali/AGR/FP1,TakaliFarm Pond,Agriculture Department,Agriculture Department,Farm Pond,,
Maharashtra,Osmanabad,Paranda,Takali,OS/PRD/Takali/AGR/NALA1,TakaliNala,Agriculture Department,Agriculture Department,Nala,,
Maharashtra,Osmanabad,Paranda,Takali,OS/PRD/Takali/IRG/PCTK1,TakaliPerculation tank,Irrigation Department,Minor Irrigation (ZP),Perculation tank,,
Maharashtra,Osmanabad,Paranda,Takmodwadi,OS/PRD/Takmodwadi/AGR/FP10,TakmodwadiFarm Pond,Agriculture Department,Agriculture Department,Farm Pond,,
Maharashtra,Osmanabad,Paranda,Takmodwadi,OS/PRD/Takmodwadi/AGR/FP9,TakmodwadiFarm Pond,Agriculture Department,Agriculture Department,Farm Pond,,
Maharashtra,Osmanabad,Paranda,Takmodwadi,OS/PRD/Takmodwadi/AGR/FP8,TakmodwadiFarm Pond,Agriculture Department,Agriculture Department,Farm Pond,,
Maharashtra,Osmanabad,Paranda,Takmodwadi,OS/PRD/Takmodwadi/AGR/FP7,TakmodwadiFarm Pond,Agriculture Department,Agriculture Department,Farm Pond,,
Maharashtra,Osmanabad,Paranda,Takmodwadi,OS/PRD/Takmodwadi/AGR/FP6,TakmodwadiFarm Pond,Agriculture Department,Agriculture Department,Farm Pond,,
Maharashtra,Osmanabad,Paranda,Takmodwadi,OS/PRD/Takmodwadi/AGR/FP5,TakmodwadiFarm Pond,Agriculture Department,Agriculture Department,Farm Pond,,
Maharashtra,Osmanabad,Paranda,Takmodwadi,OS/PRD/Takmodwadi/AGR/FP4,TakmodwadiFarm Pond,Agriculture Department,Agriculture Department,Farm Pond,,
Maharashtra,Osmanabad,Paranda,Takmodwadi,OS/PRD/Takmodwadi/AGR/FP3,TakmodwadiFarm Pond,Agriculture Department,Agriculture Department,Farm Pond,,
Maharashtra,Osmanabad,Paranda,Takmodwadi,OS/PRD/Takmodwadi/AGR/FP2,TakmodwadiFarm Pond,Agriculture Department,Agriculture Department,Farm Pond,,
Maharashtra,Osmanabad,Paranda,Takmodwadi,OS/PRD/Takmodwadi/AGR/FP1,TakmodwadiFarm Pond,Agriculture Department,Agriculture Department,Farm Pond,,
Maharashtra,Osmanabad,Paranda,Takmodwadi,OS/PRD/Takmodwadi/IRG/KTWR3,TakmodwadiKolapuri Bandhara,Irrigation Department,Minor Irrigation (ZP),Kolapuri Bandhara,,
Maharashtra,Osmanabad,Paranda,Takmodwadi,OS/PRD/Takmodwadi/IRG/KTWR2,TakmodwadiKolapuri Bandhara,Irrigation Department,Minor Irrigation (ZP),Kolapuri Bandhara,,
Maharashtra,Osmanabad,Paranda,Takmodwadi,OS/PRD/Takmodwadi/IRG/KTWR1,TakmodwadiKolapuri Bandhara,Irrigation Department,Minor Irrigation (ZP),Kolapuri Bandhara,,
Maharashtra,Osmanabad,Paranda,Takmodwadi,OS/PRD/Takmodwadi/WCD/MITK3,TakmodwadiMi tank,Water Conservation Department,Laghu Sinchan( (Water Conservation) ,Mi tank,,
Maharashtra,Osmanabad,Paranda,Takmodwadi,OS/PRD/Takmodwadi/WCD/STTK3,TakmodwadiStorage tank,Water Conservation Department,Laghu Sinchan( (Water Conservation) ,Storage tank,,
Maharashtra,Osmanabad,Paranda,Takmodwadi,OS/PRD/Takmodwadi/WCD/PCTK3,TakmodwadiPerculation tank,Water Conservation Department,Laghu Sinchan( (Water Conservation) ,Perculation tank,,
Maharashtra,Osmanabad,Paranda,Takmodwadi,OS/PRD/Takmodwadi/WCD/MITK2,TakmodwadiMi tank,Water Conservation Department,Laghu Sinchan( (Water Conservation) ,Mi tank,,
Maharashtra,Osmanabad,Paranda,Takmodwadi,OS/PRD/Takmodwadi/WCD/STTK2,TakmodwadiStorage tank,Water Conservation Department,Laghu Sinchan( (Water Conservation) ,Storage tank,,
Maharashtra,Osmanabad,Paranda,Takmodwadi,OS/PRD/Takmodwadi/WCD/PCTK2,TakmodwadiPerculation tank,Water Conservation Department,Laghu Sinchan( (Water Conservation) ,Perculation tank,,
Maharashtra,Osmanabad,Paranda,Takmodwadi,OS/PRD/Takmodwadi/WCD/MITK1,TakmodwadiMi tank,Water Conservation Department,Laghu Sinchan( (Water Conservation) ,Mi tank,,
Maharashtra,Osmanabad,Paranda,Takmodwadi,OS/PRD/Takmodwadi/WCD/STTK1,TakmodwadiStorage tank,Water Conservation Department,Laghu Sinchan( (Water Conservation) ,Storage tank,,
Maharashtra,Osmanabad,Paranda,Takmodwadi,OS/PRD/Takmodwadi/WCD/PCTK1,TakmodwadiPerculation tank,Water Conservation Department,Laghu Sinchan( (Water Conservation) ,Perculation tank,,
Maharashtra,Osmanabad,Paranda,Takmodwadi,OS/PRD/Takmodwadi/IRG/DAM2,TakmodwadiMinor Dam/Major Dam,Irrigation Department,"?? ??????? ???????, ??? ????????? ?? ????? ???. 4, ?????",Minor Dam/Major Dam,,
Maharashtra,Osmanabad,Paranda,Takmodwadi,OS/PRD/Takmodwadi/IRG/DAM1,TakmodwadiMinor Dam/Major Dam,Irrigation Department,"?? ??????? ???????, ??? ????????? ?? ????? ???. 4, ?????",Minor Dam/Major Dam,,
Maharashtra,Osmanabad,Paranda,Takmodwadi,OS/PRD/Takmodwadi/AGR/MNB1,TakmodwadiMNB,Agriculture Department,Agriculture Department,MNB,,
Maharashtra,Osmanabad,Paranda,Takmodwadi,OS/PRD/Takmodwadi/AGR/NALA1,TakmodwadiNala,Agriculture Department,Agriculture Department,Nala,,
Maharashtra,Osmanabad,Paranda,Takmodwadi,OS/PRD/Takmodwadi/IRG/PCTK1,TakmodwadiPerculation tank,Irrigation Department,Minor Irrigation (ZP),Perculation tank,,
Maharashtra,Osmanabad,Paranda,Tandul wadi,OS/PRD/Tandul wadi/AGR/FP5,Tandul wadiFarm Pond,Agriculture Department,Agriculture Department,Farm Pond,,
Maharashtra,Osmanabad,Paranda,Tandul wadi,OS/PRD/Tandul wadi/AGR/FP4,Tandul wadiFarm Pond,Agriculture Department,Agriculture Department,Farm Pond,,
Maharashtra,Osmanabad,Paranda,Tandul wadi,OS/PRD/Tandul wadi/AGR/FP3,Tandul wadiFarm Pond,Agriculture Department,Agriculture Department,Farm Pond,,
Maharashtra,Osmanabad,Paranda,Tandul wadi,OS/PRD/Tandul wadi/AGR/FP2,Tandul wadiFarm Pond,Agriculture Department,Agriculture Department,Farm Pond,,
Maharashtra,Osmanabad,Paranda,Tandul wadi,OS/PRD/Tandul wadi/AGR/FP1,Tandul wadiFarm Pond,Agriculture Department,Agriculture Department,Farm Pond,,
Maharashtra,Osmanabad,Paranda,Tandul wadi,OS/PRD/Tandul wadi/WCD/MITK1,Tandul wadiMi tank,Water Conservation Department,Laghu Sinchan( (Water Conservation) ,Mi tank,,
Maharashtra,Osmanabad,Paranda,Tandul wadi,OS/PRD/Tandul wadi/WCD/STTK1,Tandul wadiStorage tank,Water Conservation Department,Laghu Sinchan( (Water Conservation) ,Storage tank,,
Maharashtra,Osmanabad,Paranda,Tandul wadi,OS/PRD/Tandul wadi/WCD/PCTK1,Tandul wadiPerculation tank,Water Conservation Department,Laghu Sinchan( (Water Conservation) ,Perculation tank,,
Maharashtra,Osmanabad,Paranda,Tandul wadi,OS/PRD/Tandul wadi/AGR/NALA4,Tandul wadiNala,Agriculture Department,Agriculture Department,Nala,,
Maharashtra,Osmanabad,Paranda,Tandul wadi,OS/PRD/Tandul wadi/AGR/NALA3,Tandul wadiNala,Agriculture Department,Agriculture Department,Nala,,
Maharashtra,Osmanabad,Paranda,Tandul wadi,OS/PRD/Tandul wadi/AGR/NALA2,Tandul wadiNala,Agriculture Department,Agriculture Department,Nala,,
Maharashtra,Osmanabad,Paranda,Tandul wadi,OS/PRD/Tandul wadi/AGR/NALA1,Tandul wadiNala,Agriculture Department,Agriculture Department,Nala,,
Maharashtra,Osmanabad,Paranda,Tandul wadi,OS/PRD/Tandul wadi/IRG/PCTK3,Tandul wadiPerculation tank,Irrigation Department,Minor Irrigation (ZP),Perculation tank,,
Maharashtra,Osmanabad,Paranda,Tandul wadi,OS/PRD/Tandul wadi/IRG/PCTK2,Tandul wadiPerculation tank,Irrigation Department,Minor Irrigation (ZP),Perculation tank,,
Maharashtra,Osmanabad,Paranda,Tandul wadi,OS/PRD/Tandul wadi/IRG/PCTK1,Tandul wadiPerculation tank,Irrigation Department,Minor Irrigation (ZP),Perculation tank,,
Maharashtra,Osmanabad,Paranda,Tandul wadi P,OS/PRD/Tandul wadi P/WCD/MITK1,Tandul wadi PMi tank,Water Conservation Department,Laghu Sinchan( (Water Conservation) ,Mi tank,,
Maharashtra,Osmanabad,Paranda,Tandul wadi P,OS/PRD/Tandul wadi P/WCD/STTK1,Tandul wadi PStorage tank,Water Conservation Department,Laghu Sinchan( (Water Conservation) ,Storage tank,,
Maharashtra,Osmanabad,Paranda,Tandul wadi P,OS/PRD/Tandul wadi P/WCD/PCTK1,Tandul wadi PPerculation tank,Water Conservation Department,Laghu Sinchan( (Water Conservation) ,Perculation tank,,
Maharashtra,Osmanabad,Paranda,Tandul wadi P,OS/PRD/Tandul wadi P/AGR/NALA1,Tandul wadi PNala,Agriculture Department,Agriculture Department,Nala,,
Maharashtra,Osmanabad,Paranda,Tandul wadi P,OS/PRD/Tandul wadi P/IRG/PCTK1,Tandul wadi PPerculation tank,Irrigation Department,Minor Irrigation (ZP),Perculation tank,,
Maharashtra,Osmanabad,Paranda,Wadi Rajuri,OS/PRD/Wadi Rajuri/AGR/FP5,Wadi RajuriFarm Pond,Agriculture Department,Agriculture Department,Farm Pond,,
Maharashtra,Osmanabad,Paranda,Wadi Rajuri,OS/PRD/Wadi Rajuri/AGR/FP4,Wadi RajuriFarm Pond,Agriculture Department,Agriculture Department,Farm Pond,,
Maharashtra,Osmanabad,Paranda,Wadi Rajuri,OS/PRD/Wadi Rajuri/AGR/FP3,Wadi RajuriFarm Pond,Agriculture Department,Agriculture Department,Farm Pond,,
Maharashtra,Osmanabad,Paranda,Wadi Rajuri,OS/PRD/Wadi Rajuri/AGR/FP2,Wadi RajuriFarm Pond,Agriculture Department,Agriculture Department,Farm Pond,,
Maharashtra,Osmanabad,Paranda,Wadi Rajuri,OS/PRD/Wadi Rajuri/AGR/FP1,Wadi RajuriFarm Pond,Agriculture Department,Agriculture Department,Farm Pond,,
Maharashtra,Osmanabad,Paranda,Wadi Rajuri,OS/PRD/Wadi Rajuri/IRG/DAM1,Wadi RajuriMinor Dam/Major Dam,Irrigation Department,"?? ??????? ??????? ?????????? ????????? ?? ????? ???. 4, ?????",Minor Dam/Major Dam,,
Maharashtra,Osmanabad,Paranda,Wadi Rajuri,OS/PRD/Wadi Rajuri/IRG/VPND1,Wadi RajuriVillage Pond,Irrigation Department,Minor Irrigation (ZP),Village Pond,,
Maharashtra,Osmanabad,Paranda,Wadner,OS/PRD/Wadner/AGR/FP2,WadnerFarm Pond,Agriculture Department,Agriculture Department,Farm Pond,,
Maharashtra,Osmanabad,Paranda,Wadner,OS/PRD/Wadner/AGR/FP1,WadnerFarm Pond,Agriculture Department,Agriculture Department,Farm Pond,,
Maharashtra,Osmanabad,Paranda,Wadner,OS/PRD/Wadner/AGR/NALA2,WadnerNala,Agriculture Department,Agriculture Department,Nala,,
Maharashtra,Osmanabad,Paranda,Wadner,OS/PRD/Wadner/AGR/NALA1,WadnerNala,Agriculture Department,Agriculture Department,Nala,,
Maharashtra,Osmanabad,Paranda,Wadner,OS/PRD/Wadner/IRG/PCTK1,WadnerPerculation tank,Irrigation Department,Minor Irrigation (ZP),Perculation tank,,
Maharashtra,Osmanabad,Paranda,Wakadi,OS/PRD/Wakadi/IRG/CNB2,WakadiCNB,Irrigation Department,Minor Irrigation (ZP),CNB,,
Maharashtra,Osmanabad,Paranda,Wakadi,OS/PRD/Wakadi/IRG/CNB1,WakadiCNB,Irrigation Department,Minor Irrigation (ZP),CNB,,
Maharashtra,Osmanabad,Paranda,Wakadi,OS/PRD/Wakadi/AGR/FP2,WakadiFarm Pond,Agriculture Department,Agriculture Department,Farm Pond,,
Maharashtra,Osmanabad,Paranda,Wakadi,OS/PRD/Wakadi/AGR/FP1,WakadiFarm Pond,Agriculture Department,Agriculture Department,Farm Pond,,
Maharashtra,Osmanabad,Paranda,Wakadi,OS/PRD/Wakadi/IRG/DAM1,WakadiMinor Dam/Major Dam,Irrigation Department,"?? ??????? ???????, ???? ????? ?? ????? ???. 1 ?????",Minor Dam/Major Dam,,
Maharashtra,Osmanabad,Paranda,Wakadi,OS/PRD/Wakadi/AGR/NALA1,WakadiNala,Agriculture Department,Agriculture Department,Nala,,
Maharashtra,Osmanabad,Paranda,Wanewadi,OS/PRD/Wanewadi/AGR/FP2,WanewadiFarm Pond,Agriculture Department,Agriculture Department,Farm Pond,,
Maharashtra,Osmanabad,Paranda,Wanewadi,OS/PRD/Wanewadi/AGR/FP1,WanewadiFarm Pond,Agriculture Department,Agriculture Department,Farm Pond,,
Maharashtra,Osmanabad,Paranda,Wanewadi,OS/PRD/Wanewadi/AGR/NALA2,WanewadiNala,Agriculture Department,Agriculture Department,Nala,,
Maharashtra,Osmanabad,Paranda,Wanewadi,OS/PRD/Wanewadi/AGR/NALA1,WanewadiNala,Agriculture Department,Agriculture Department,Nala,,
Maharashtra,Osmanabad,Paranda,Wangegavhan,OS/PRD/Wangegavhan/IRG/CNB3,WangegavhanCNB,Irrigation Department,Minor Irrigation (ZP),CNB,,
Maharashtra,Osmanabad,Paranda,Wangegavhan,OS/PRD/Wangegavhan/IRG/CNB2,WangegavhanCNB,Irrigation Department,Minor Irrigation (ZP),CNB,,
Maharashtra,Osmanabad,Paranda,Wangegavhan,OS/PRD/Wangegavhan/IRG/CNB1,WangegavhanCNB,Irrigation Department,Minor Irrigation (ZP),CNB,,
Maharashtra,Osmanabad,Paranda,Wangegavhan,OS/PRD/Wangegavhan/AGR/FP2,WangegavhanFarm Pond,Agriculture Department,Agriculture Department,Farm Pond,,
Maharashtra,Osmanabad,Paranda,Wangegavhan,OS/PRD/Wangegavhan/AGR/FP1,WangegavhanFarm Pond,Agriculture Department,Agriculture Department,Farm Pond,,
Maharashtra,Osmanabad,Paranda,Wangegavhan,OS/PRD/Wangegavhan/AGR/NALA1,WangegavhanNala,Agriculture Department,Agriculture Department,Nala,,
Maharashtra,Osmanabad,Paranda,Watephal,OS/PRD/Watephal/FST/CCT40,WatephalCCT,Forest Department,Forest Department,CCT,,
Maharashtra,Osmanabad,Paranda,Watephal,OS/PRD/Watephal/FST/CCT39,WatephalCCT,Forest Department,Forest Department,CCT,,
Maharashtra,Osmanabad,Paranda,Watephal,OS/PRD/Watephal/FST/CCT38,WatephalCCT,Forest Department,Forest Department,CCT,,
Maharashtra,Osmanabad,Paranda,Watephal,OS/PRD/Watephal/FST/CCT37,WatephalCCT,Forest Department,Forest Department,CCT,,
Maharashtra,Osmanabad,Paranda,Watephal,OS/PRD/Watephal/FST/CCT36,WatephalCCT,Forest Department,Forest Department,CCT,,
Maharashtra,Osmanabad,Paranda,Watephal,OS/PRD/Watephal/FST/CCT35,WatephalCCT,Forest Department,Forest Department,CCT,,
Maharashtra,Osmanabad,Paranda,Watephal,OS/PRD/Watephal/FST/CCT34,WatephalCCT,Forest Department,Forest Department,CCT,,
Maharashtra,Osmanabad,Paranda,Watephal,OS/PRD/Watephal/FST/CCT33,WatephalCCT,Forest Department,Forest Department,CCT,,
Maharashtra,Osmanabad,Paranda,Watephal,OS/PRD/Watephal/FST/CCT32,WatephalCCT,Forest Department,Forest Department,CCT,,
Maharashtra,Osmanabad,Paranda,Watephal,OS/PRD/Watephal/FST/CCT31,WatephalCCT,Forest Department,Forest Department,CCT,,
